geoid,name,population,value,percentile,numerator,denominator,se
94601,94601,53039,-0.0450381007392943,0.106626047220107,,,
94501,94501,63821,0.0426024300231969,0.847677075399848,,,
94560,94560,47171,0.0521081712123521,0.939070830159939,,,
94587,94587,74722,0.0544398414256616,0.955826351865956,,,
94580,94580,30488,0.0274559828159245,0.681645087585682,,,
94703,94703,21697,0.0302909352801751,0.706016755521706,,,
95669,95669,2315,-0.00407336765284676,0.341203351104341,,,
95901,95901,33455,-0.00448516310964453,0.332825590251333,,,
94549,94549,29795,0.0608955293831414,0.984006092916984,,,
94595,94595,18117,0.0472784293712398,0.89032749428789,,,
94506,94506,25240,0.0643376258154739,0.993907083015994,,,
94806,94806,64286,-0.0233410620024932,0.206397562833206,,,
94801,94801,31210,-0.0463971175236486,0.102817974105103,,,
94803,94803,25893,0.029642032851335,0.701447067783701,,,
94553,94553,49784,0.0427850147834392,0.852246763137852,,,
94530,94530,26145,0.0335370279408696,0.744097486671744,,,
94572,94572,10384,0.0243988072142098,0.643564356435644,,,
95567,95567,1802,0.0121810786545895,0.488956587966489,,,
93612,93612,35140,0.0112276409890624,0.481340441736481,,,
93630,93630,20764,-0.0195607028570627,0.226199543031226,,,
93646,93646,11738,-0.0474264767924798,0.0997715156130998,,,
93703,93703,32754,-0.0376763257681886,0.132520944402133,,,
93234,93234,7355,-0.0715798018016626,0.0456968773800457,,,
93616,93616,2582,-0.029436357757468,0.171363290175171,,,
95503,95503,25972,0.0143077565033626,0.517897943640518,,,
95560,95560,1615,-0.0810086520372859,0.0342726580350343,,,
95524,95524,1668,0.010922790417018,0.476770753998477,,,
92243,92243,50402,0.00251865059263551,0.402132520944402,,,
93527,93527,1559,0.0362609740926626,0.777608530083778,,,
93305,93305,37902,-0.0254469461229527,0.197258187357197,,,
93308,93308,53981,-0.00392001044252861,0.345011424219345,,,
93311,93311,45481,0.0202753347645738,0.584920030464585,,,
93245,93245,38480,0.0240500715341565,0.638994668697639,,,
93202,93202,4273,0.00326866240926497,0.414318354912414,,,
95485,95485,2650,-0.0486550266057867,0.095963442498096,,,
96130,96130,20119,0.0373536801541672,0.793602437166794,,,
91504,91504,26749,0.0207414358305056,0.591012947448591,,,
91606,91606,44295,-0.0293915730460821,0.172124904798172,,,
90640,90640,62730,-0.0357802971546958,0.142421934501142,,,
91770,91770,62703,0.00307387217954946,0.412033511043412,,,
93535,93535,74264,0.0176602553327207,0.558263518659558,,,
90290,90290,5681,0.0615970565351384,0.987814166031988,,,
91792,91792,29619,0.0077810493190241,0.450875856816451,,,
91789,91789,44440,0.023950699413451,0.635948210205636,,,
91791,91791,33397,0.00304829018622221,0.411271896420411,,,
91723,91723,18521,0.00150173317282832,0.389185072353389,,,
91773,91773,34007,0.0359534528447609,0.773800456968774,,,
91702,91702,62066,-0.0145363418482855,0.265803503427266,,,
91741,91741,26794,0.0325812456271801,0.731911652703732,,,
91765,91765,46593,0.0235485172387378,0.629093678598629,,,
90303,90303,24374,-0.0717167994815844,0.0449352627570449,,,
90033,90033,49155,-0.0821313239472204,0.0335110434120335,,,
90032,90032,48031,-0.0225755051773999,0.211728865194212,,,
90249,90249,26429,-0.025552714323988,0.195734958111196,,,
91355,91355,30526,0.0396172370081025,0.81949733434882,,,
91350,91350,36173,0.0412751586190157,0.838537699923839,,,
91387,91387,42034,0.0053451241133328,0.432597105864433,,,
91001,91001,37818,0.0157656594531,0.536938309215537,,,
91604,91604,32910,0.0360451300943702,0.775323686214775,,,
91402,91402,72059,-0.0664283110842642,0.0548362528560548,,,
91030,91030,25637,0.0343486055939289,0.752475247524752,,,
91108,91108,13375,0.0503892892184747,0.925361766945925,,,
90062,90062,35916,-0.0609757974145121,0.0647372429550647,,,
90293,90293,12728,0.0408514190980504,0.832444782939832,,,
90292,90292,23549,0.0400097809338099,0.825590251332826,,,
90003,90003,73730,-0.0863708432801288,0.0236100533130236,,,
90056,90056,7649,0.0526853146307552,0.942117288651942,,,
90732,90732,22780,0.0276712615300808,0.683929931454684,,,
90716,90716,14285,-0.0335023458166603,0.15003808073115,,,
90805,90805,95995,-0.0104178667508379,0.293221629855293,,,
90402,90402,11882,0.0542253716005374,0.953541507996954,,,
90010,90010,3822,-0.065188282099341,0.0571210967250571,,,
91040,91040,20049,0.0305024365131977,0.708301599390708,,,
90403,90403,23902,0.046106075333429,0.88042650418888,,,
93550,93550,77506,-0.0224577186271914,0.212490479817213,,,
92397,92397,4562,0.0256300934245042,0.66031987814166,,,
91732,91732,62905,-0.0667178081664615,0.0540746382330541,,,
91731,91731,30222,-0.0378359342918934,0.130997715156131,,,
94949,94949,18695,0.0345196859427696,0.754760091393755,,,
94939,94939,6747,0.0444617936657055,0.868240670220868,,,
95428,95428,2580,-0.114521746435464,0.00913937547600914,,,
95425,95425,10984,-0.00284175771483152,0.351104341203351,,,
95449,95449,1560,-0.0191693807979096,0.229246001523229,,,
95301,95301,39186,-0.00413471002705481,0.33968012185834,,,
96134,96134,2059,-0.0162401322086153,0.248286367098248,,,
93907,93907,23299,-0.00481830282339365,0.32977913175933,,,
93953,93953,4028,0.0623013201304784,0.989337395277989,,,
94599,94599,3108,0.0530087002392695,0.945925361766946,,,
96161,96161,18488,0.000471379457060928,0.378522467631379,,,
92840,92840,54735,-0.0190002267123604,0.231530845392232,,,
92841,92841,33754,-0.00937715553950046,0.303884234577304,,,
92647,92647,62199,0.00925724722330209,0.459253617669459,,,
92673,92673,30768,0.042822298306161,0.853008377760853,,,
92865,92865,20664,-0.00181728400578569,0.358720487433359,,,
