geoid,name,population,value,percentile,numerator,denominator,se
94601,94601,53039,0.00367363057623167,0.599390708301599,,,
94501,94501,63821,0.0140358676800665,0.758568164508759,,,
94560,94560,47171,0.000516750456126559,0.517897943640518,,,
94587,94587,74722,0.00540528167388822,0.635948210205636,,,
94580,94580,30488,0.00247737336242716,0.565879664889566,,,
94703,94703,21697,0.0270340001569924,0.856816450875857,,,
95669,95669,2315,0.0363694515232252,0.904036557501904,,,
95901,95901,33455,-0.00194783001217361,0.461538461538462,,,
94549,94549,29795,0.057058033883842,0.947448591012947,,,
94595,94595,18117,0.0163283484324204,0.784463061690785,,,
94506,94506,25240,-0.00963083821723945,0.316831683168317,,,
94806,94806,64286,0.00387185451427069,0.604722010662605,,,
94801,94801,31210,0.00310351359386422,0.584920030464585,,,
94803,94803,25893,0.0198870024910344,0.815689261233816,,,
94553,94553,49784,0.0143840978312303,0.762376237623762,,,
94530,94530,26145,0.0181914671337526,0.803503427265803,,,
94572,94572,10384,-0.0116612986108777,0.284082254379284,,,
95567,95567,1802,0.0430053369761231,0.923838537699924,,,
93612,93612,35140,-0.00398654564915673,0.41964965727342,,,
93630,93630,20764,-0.0189624904908341,0.203351104341203,,,
93646,93646,11738,-0.0107846678333123,0.300837776085301,,,
93703,93703,32754,-0.0210625333696951,0.181264280274181,,,
93234,93234,7355,-0.0180976775301664,0.213252094440213,,,
93616,93616,2582,-0.0537704459193091,0.0121858339680122,,,
95503,95503,25972,0.04052931478754,0.915460776846916,,,
95560,95560,1615,0.0747254476247889,0.974105102817974,,,
95524,95524,1668,0.070890399141432,0.96953541507997,,,
92243,92243,50402,-0.0137792183351819,0.261995430312262,,,
93527,93527,1559,-0.0385415914631258,0.0624523990860625,,,
93305,93305,37902,-0.00773599097762666,0.345011424219345,,,
93308,93308,53981,-0.00532268946064459,0.389185072353389,,,
93311,93311,45481,-0.0096898863214869,0.315308453922315,,,
93245,93245,38480,-0.021835916137516,0.173648134044174,,,
93202,93202,4273,-0.017740459697523,0.217821782178218,,,
95485,95485,2650,0.0118291926384683,0.737242955064737,,,
96130,96130,20119,0.00174031901919981,0.54988575780655,,,
91504,91504,26749,0.0093829740976856,0.706778370144707,,,
91606,91606,44295,-0.00620103361965561,0.370906321401371,,,
90640,90640,62730,0.00287286204449159,0.576542269611577,,,
91770,91770,62703,-0.00174242697056049,0.469154607768469,,,
93535,93535,74264,-0.0436069023618021,0.0434120335110434,,,
90290,90290,5681,0.0277443244386687,0.860624523990861,,,
91792,91792,29619,0.00174567740583932,0.551408987052551,,,
91789,91789,44440,-0.00674787092598706,0.365575019040366,,,
91791,91791,33397,-0.010893213980434,0.296268088347296,,,
91723,91723,18521,-0.00455796800587293,0.407463823305407,,,
91773,91773,34007,0.00360751120992791,0.597105864432597,,,
91702,91702,62066,0.00078442045745939,0.524752475247525,,,
91741,91741,26794,-0.00152854608245758,0.475247524752475,,,
91765,91765,46593,-0.00681789224873389,0.363290175171363,,,
90303,90303,24374,-0.0207287123662275,0.184310738766184,,,
90033,90033,49155,0.00282721984476306,0.573495811119573,,,
90032,90032,48031,-0.00546374475255297,0.384615384615385,,,
90249,90249,26429,0.0039172159981575,0.607006854531607,,,
91355,91355,30526,0.0114290618932535,0.733434881949733,,,
91350,91350,36173,-0.00605665818424557,0.373191165270373,,,
91387,91387,42034,-0.00689308420151513,0.361766945925362,,,
91001,91001,37818,0.00739696553575364,0.679360243716679,,,
91604,91604,32910,0.0158209842671245,0.779131759329779,,,
91402,91402,72059,-0.0239876759471381,0.143183549124143,,,
91030,91030,25637,0.0168791048923145,0.789032749428789,,,
91108,91108,13375,-0.00193294692720324,0.463061690784463,,,
90062,90062,35916,-0.00816683580564311,0.338156892612338,,,
90293,90293,12728,-0.0222694013580581,0.166031987814166,,,
90292,90292,23549,0.0178389508654156,0.796648895658797,,,
90003,90003,73730,-0.0246587099230163,0.136329017517136,,,
90056,90056,7649,-0.00396852261435885,0.42041127189642,,,
90732,90732,22780,0.00812337705288982,0.685453160700685,,,
90716,90716,14285,-0.00620084907978994,0.371667936024372,,,
90805,90805,95995,-0.00812575824085541,0.34044173648134,,,
90402,90402,11882,-0.0110288936132438,0.295506473724296,,,
90010,90010,3822,0.0212456338070021,0.825590251332826,,,
91040,91040,20049,-0.00353659194361024,0.43031226199543,,,
90403,90403,23902,0.0162403090966399,0.782939832444783,,,
93550,93550,77506,-0.0193184875540187,0.196496572734196,,,
92397,92397,4562,0.0258592826088149,0.848438690022848,,,
91732,91732,62905,-0.00179446015602069,0.466108149276466,,,
91731,91731,30222,-0.00194969589319046,0.460776846915461,,,
94949,94949,18695,0.0348682105753534,0.9002284843869,,,
94939,94939,6747,0.066545637213513,0.964204112718964,,,
95428,95428,2580,-0.0200357493381183,0.191165270373191,,,
95425,95425,10984,0.00685670144323791,0.667936024371668,,,
95449,95449,1560,-0.0156076935055961,0.244478293983244,,,
95301,95301,39186,-0.0156843595385431,0.241431835491241,,,
96134,96134,2059,-0.0229583987806334,0.157654226961158,,,
93907,93907,23299,-0.00393299223331497,0.421172886519421,,,
93953,93953,4028,0.0492600636351038,0.936785986290937,,,
94599,94599,3108,0.0254646857150294,0.844630616907845,,,
96161,96161,18488,0.0478915762396292,0.932977913175933,,,
92840,92840,54735,-0.00586455111273219,0.376237623762376,,,
92841,92841,33754,-0.0253596612895704,0.129474485910129,,,
92647,92647,62199,0.00520818657931536,0.631378522467631,,,
92673,92673,30768,-0.00570463845249894,0.377760853008378,,,
92865,92865,20664,-0.00714055398111461,0.357197258187357,,,
92866,92866,15574,-0.00183879545616939,0.464584920030465,,,
92624,92624,6372,0.00558116452497432,0.63975628332064,,,
96020,96020,2369,0.00299383978288663,0.582635186595583,,,
95947,95947,1657,0.0489112563675799,0.934501142421934,,,
96118,96118,1779,0.0407939963500142,0.916984006092917,,,
92234,92234,54357,-0.0348556888984705,0.0753998476770754,,,
92240,92240,35278,-0.0410900785795639,0.0517897943640518,,,
92544,92544,49923,-0.0508583018815855,0.0220868240670221,,,
92543,92543,38314,-0.0456938005722735,0.0365575019040366,,,
92264,92264,20072,-0.0221680333004595,0.168316831683168,,,
92201,92201,65726,-0.0334042283769473,0.083015993907083,,,
92373,92373,33353,0.000054774986262151,0.507996953541508,,,
92210,92210,5138,-0.029716747426543,0.102056359482102,,,
92324,92324,59972,-0.0148387391324058,0.251332825590251,,,
92399,92399,54268,-0.0238963698067014,0.145468392993145,,,
95843,95843,47823,0.0131333265882481,0.746382330540746,,,
95814,95814,11908,0.0478022370447711,0.932216298552932,,,
95864,95864,23352,0.0410634980168519,0.917745620715918,,,
95655,95655,4156,-0.00357637820992203,0.42955064737243,,,
95824,95824,30296,0.00696245564319976,0.669459253617669,,,
92394,92394,34915,-0.0295114127220402,0.105102817974105,,,
92410,92410,45052,-0.0203121685705292,0.187357197258187,,,
92337,92337,39240,-0.00820142199338546,0.337395277989337,,,
92313,92313,12547,-0.00534061818157508,0.388423457730388,,,
92325,92325,7948,0.0419294498817851,0.922315308453922,,,
92014,92014,13568,0.0153355413795191,0.776085300837776,,,
92020,92020,59743,-0.0111230953408057,0.291698400609292,,,
92111,92111,50693,0.00292315032892358,0.57958872810358,,,
92108,92108,22280,0.0090476052907705,0.6999238385377,,,
92037,92037,38168,0.0126052297302453,0.743335872048743,,,
92104,92104,45435,0.000701260972657636,0.523229246001523,,,
92154,92154,88979,-0.0020573551121758,0.456968773800457,,,
92067,92067,7724,-0.0155278694275691,0.245239908606245,,,
92075,92075,12752,0.00920025125974543,0.702970297029703,,,
92103,92103,34700,0.0195080876835581,0.813404417364813,,,
91935,91935,8550,-0.0170584970278061,0.225437928408225,,,
91978,91978,10506,-0.00218158703756208,0.455445544554455,,,
91906,91906,4428,-0.0244290974194631,0.137090632140137,,,
92069,92069,50376,-0.00820716045525989,0.336633663366337,,,
92010,92010,16346,-0.00426468316574609,0.416603198781417,,,
92058,92058,46029,-0.0228253090420701,0.159177456207159,,,
94131,94131,29523,0.0291571019235072,0.872048743335872,,,
94124,94124,35747,0.00845987422664161,0.693069306930693,,,
94134,94134,42418,0.00731253182567057,0.677075399847677,,,
94108,94108,14143,0.168068972577535,0.996953541507997,,,
94130,94130,3008,-0.0443469913475921,0.0403655750190404,,,
95242,95242,26409,0.00315020317203428,0.585681645087586,,,
95240,95240,48799,0.00388318753069462,0.605483625285606,,,
95320,95320,12822,-0.0191112134846783,0.2003046458492,,,
93405,93405,35898,0.00845716258653241,0.692307692307692,,,
93433,93433,13535,0.0010779186285864,0.535415079969535,,,
93430,93430,2847,0.000472404339716184,0.516374714394516,,,
94070,94070,31074,0.0369234266111678,0.906321401370906,,,
94065,94065,12461,0.016515104325751,0.785986290936786,,,
94019,94019,20512,0.0190335566813612,0.808834729626809,,,
93105,93105,28545,0.0116814850746695,0.736481340441737,,,
93109,93109,10771,0.0180185813829263,0.798933739527799,,,
