"ZIP","Outcome","IRR","IRR_low","IRR_high","p.value","std.error","statistic"
"92571","ED Visits",1.45637909046218,0.842685568252851,2.51700056942118,0.178044147135768,0.279145263119541,1.34680157568357
"92582","ED Visits",4.08740981875769,2.37954672051039,7.02105106089,3.38499913276515e-07,0.276026223736941,5.10064389618468
"92583","ED Visits",3.62525922941538,2.16355097471364,6.07450650992906,1.00644967580245e-06,0.263359408515872,4.89037321495598
"92584","ED Visits",1.24545682463008,0.704150464626902,2.20288529219324,0.450600224552255,0.290957186981323,0.754414738148666
"92585","ED Visits",1.07988377723971,0.531312205735022,2.19484694640553,0.831813299144878,0.361873432227872,0.212376524038463
"92586","ED Visits",2.87499355371048,1.57018337958057,5.26409083255275,0.000621635693951645,0.308606699924183,3.42199450730844
"92587","ED Visits",2.45512690986524,1.2952835744946,4.65353553633716,0.00590533469192265,0.326255386209656,2.75299195759274
"92590","ED Visits",1.03943394115673,0.243723158174858,4.43299244158598,0.958318074140434,0.740012869900954,0.0522643310663348
"92591","ED Visits",0.700738059243565,0.337865515681515,1.45334106288404,0.339338399464032,0.372193684159388,-0.955473303777242
"92592","ED Visits",1.96808294691729,1.19735909255992,3.23491132277247,0.00757698628057252,0.253546276418555,2.67036043727182
"92595","ED Visits",2.84667232492185,1.66639138929865,4.8629291878942,0.000128640125468955,0.273214338287862,3.8290476018342
"92596","ED Visits",0.43371778663814,0.175056194801248,1.07457561647482,0.0711394152601056,0.462910049886275,-1.80458648024797
"92860","ED Visits",2.52149528483231,1.40382525506181,4.52900989528903,0.00196715305981679,0.298807152333598,3.09514710516419
"92879","ED Visits",1.74236723978294,1.00482718060589,3.02125943332692,0.0480290596601907,0.280836336002034,1.97711122124281
"92881","ED Visits",1.5050404474469,0.794033971398643,2.85270760451376,0.210181419059243,0.326255386209656,1.25306674004453
"92882","ED Visits",1.3008616518597,0.755066174072509,2.2411824226636,0.343285566753484,0.27754425291281,0.94769339040148
"92883","ED Visits",0.339729503431481,0.128104389639887,0.900953791093695,0.0300396559809187,0.497613351528119,-2.16956710031899
