term,estimate,std.error,statistic,p.value,IRR,IRR_low,IRR_high
ZIP92582,1.407911473290738,4.956159671921724e-15,284073065939949.44,0,4.087409818757695,4.087409818757655,4.087409818757735
ZIP92583,1.287925797312671,5.3951234897790276e-15,238720355475203.7,0,3.6252592294153776,3.625259229415339,3.6252592294154162
ZIP92584,0.21950239002898728,4.911311176011558e-15,44693236116071.89,0,1.245456824630078,1.245456824630066,1.2454568246300899
ZIP92585,0.07685342167842396,4.6277385040139144e-15,16607122812095.885,0,1.0798837772397067,1.079883777239697,1.0798837772397165
ZIP92586,1.0560504320591393,4.617629139020638e-15,228699707201501.03,0,2.874993553710475,2.874993553710449,2.8749935537105014
ZIP92587,0.8981784543564981,4.885333383359882e-15,183852028894449.16,0,2.4551269098652395,2.455126909865216,2.455126909865263
ZIP92590,0.03867627762585199,4.856473118954873e-15,7963861155721.837,0,1.0394339411567282,1.0394339411567182,1.039433941156738
ZIP92591,-0.35562112904879334,4.498980068449151e-15,-79044833192910.75,0,0.7007380592435648,0.7007380592435586,0.7007380592435709
ZIP92592,0.6770599455656928,5.242189523940452e-15,129155945711928.4,0,1.968082946917289,1.9680829469172687,1.9680829469173093
ZIP92595,1.0461507068078584,5.091813008229795e-15,205457408808411.88,0,2.84667232492185,2.8466723249218218,2.8466723249218786
ZIP92596,-0.8353612175956877,5.1136219191638115e-15,-163359988438935.56,0,0.4337177866381397,0.43371778663813537,0.4337177866381441
ZIP92860,0.9248520925476906,5.204938001087586e-15,177687436882906.25,0,2.5214952848323082,2.5214952848322825,2.521495284832334
ZIP92879,0.5552446712423368,5.113621918290975e-15,108581486882375,0,1.7423672397829422,1.7423672397829248,1.7423672397829597
ZIP92881,0.4088197732197037,4.885333386928679e-15,83683085849074.73,0,1.505040447446902,1.5050404474468875,1.5050404474469161
ZIP92882,0.2630268540293866,5.004565833696148e-15,52557377157156.26,0,1.3008616518597045,1.3008616518596916,1.3008616518597171
ZIP92883,-1.0796055561548767,4.197802130909695e-15,-257183526637764.2,0,0.33972950343148073,0.33972950343147795,0.33972950343148356
