term,estimate,std.error,statistic,p.value,IRR,IRR_low,IRR_high
ZIP92518,-24.457381360929467,241803.2685420603,-1.0114578478774882e-4,0.9999192973400651,2.3894295656724307e-11,0,Inf
ZIP92532,-1.066308205606427,0.7905694310167796,-1.3487850197230749,0.1774060277307159,0.3442771747102853,0.07310750204049017,1.6212668976277003
ZIP92536,0.535021258151056,1.0606601836866483,0.5044228739608441,0.6139642474373531,1.707484539832674,0.2135524728848546,13.65239846854693
ZIP92539,-25.49253329568034,241803.2685420603,-1.0542675229076177e-4,0.9999158816222075,8.486594664284947e-12,0,Inf
ZIP92543,1.1562705399537865,0.40253827432336464,2.872448692978045,0.004073042109623614,3.1780587040473596,1.4438245383938164,6.995349405549651
ZIP92544,0.8590132847346759,0.40430380126797466,2.12467278823658,0.033613925585222075,2.3608300769915385,1.068844153520101,5.214528829177017
ZIP92545,0.2875571219965268,0.44935854524118285,0.63992801526048,0.5222193995085365,1.333166743134305,0.5525642146814137,3.21651948819029
ZIP92548,0.37765380684602007,0.7905694310167798,0.4776984690140446,0.6328648341516083,1.4588578088578155,0.3097894896099584,6.870039745844921
ZIP92549,-25.586536456608222,241803.26854205728,-1.0581551114209984e-4,0.9999155714375239,7.725176414258931e-12,0,Inf
ZIP92551,-1.3493771896815405,0.7905694310167796,-1.7068421023388904,0.08785140455207788,0.25940176844432294,0.05508414936833613,1.2215724168143707
ZIP92553,-0.26188001932890564,0.4564354922566044,-0.5737503410047674,0.5661367572622752,0.769603355695531,0.3145873231986546,1.8827501346066795
ZIP92555,-0.6675172696378829,0.5700877347024719,-1.1709027032238457,0.24163788843369916,0.5129805905881855,0.16781564896804732,1.5680843111973903
ZIP92557,-0.6828415363974033,0.5400617482518663,-1.2643767839653577,0.20609482163416554,0.5051794651025155,0.17528140587811714,1.4559804029568473
ZIP92561,-24.882606791570225,241803.2685420492,-1.0290434426961926e-4,0.9999178942126127,1.5617847399107942e-11,0,Inf
ZIP92562,-0.8381523581840435,0.5400617482518661,-1.5519565325577516,0.12067262461466809,0.4325089071810328,0.15006700498032974,1.2465362043805095
ZIP92563,0.02455946920806933,0.4287464923121357,0.0572820294706681,0.9543205352507294,1.0248635371179067,0.4422925863994369,2.3747747577330047
ZIP92567,-26.615464330218,241803.26854206578,-1.1007073845897078e-4,0.9999121762573647,2.7609001992811193e-12,0,Inf
ZIP92570,-0.30544565402123364,0.4859126838942434,-0.6286019364082137,0.5296096922882971,0.7367949455839299,0.284268940747898,1.9096943563717153
ZIP92571,-1.8574856685945662,0.7905694310167796,-2.349554126075413,0.018795911148075592,0.1560645354346424,0.03314041470317497,0.7349376716790861
ZIP92582,0.03192275633338914,0.5700877347024718,0.05599621670522274,0.9553448210661059,1.0324377529473907,0.3377500332543172,3.1559662731652214
ZIP92583,-1.2776469865185114,0.7905694310167793,-1.6161097765635641,0.10607058084763174,0.2786922962743078,0.05918050662431607,1.3124151926528753
ZIP92584,-0.30918846654115567,0.4859126838942433,-0.6363045806156588,0.5245779199506763,0.7340424145540517,0.2832069640270628,1.9025600878686502
ZIP92585,-0.45183743489172024,0.6123724563190244,-0.737847416599562,0.46060717562845976,0.6364576271186461,0.19164943231026776,2.1136421132816214
ZIP92586,0.9793446992320535,0.4646602158215035,2.1076577376020995,0.03506060544218385,2.662710793667175,1.0710191547452803,6.619889793098884
ZIP92587,-0.6719662770418054,0.7905694310167788,-0.8499775613352091,0.3953375615837072,0.5107034055053892,0.10844823009683878,2.404999769585033
ZIP92590,-25.876308940064227,241803.2685420577,-1.0701389231040716e-4,0.9999146152676971,5.781783365644528e-12,0,Inf
ZIP92591,-1.490447789189249,0.7905694310167791,-1.885283860865113,0.05939152391436437,0.2252717586926804,0.04783661760948554,1.0608476894994874
ZIP92592,-0.9014530355031276,0.5175491939085,-1.741772658740726,0.08154823272002375,0.4059793285804331,0.14721672539071745,1.11956854628565
ZIP92595,-0.3854078613043012,0.570087734702472,-0.6760500846513476,0.49900884658249955,0.6801731633096676,0.22251075948231078,2.0791602759481767
ZIP92596,-27.848958723953917,241803.26854206107,-1.1517196972508938e-4,0.9999081060637223,8.041756142058821e-13,0,Inf
ZIP92860,-0.9901331251423434,0.7905694310167793,-1.2524303195848316,0.21041310405277855,0.37152722811461325,0.07889407019313302,1.7495925979306655
ZIP92879,-0.39465965040411,0.5175491939084998,-0.7625548547832999,0.4457289170108365,0.673909365001235,0.24437384600965922,1.8584387799765474
ZIP92881,-1.8544721387385468,1.0606601836866487,-1.7484130801372801,0.08039252457509506,0.15653554992329824,0.019577661173896643,1.2515988591354479
ZIP92882,-1.0839743260547097,0.570087734702472,-1.9014166768917322,0.05724745686214632,0.33824854075088395,0.11065408598309626,1.0339615957568904
ZIP92883,-2.1191220364910106,1.060660183686648,-1.9979273937910589,0.04572453225967678,0.12013705817614127,0.015025357629967626,0.9605703306809514
