term,estimate,std.error,statistic,p.value,IRR,IRR_low,IRR_high
(Intercept),-8.924017375562043,0.44721359800830085,-19.95470937222352,1.3641381070923965e-88,1.3315224627839336e-4,5.542077537950205e-5,3.1990748176250475e-4
ZIP92201,3.2192700573165487,0.4522442828437732,7.118431740194355,1.0916197463447087e-12,25.00985775420431,10.307494612722989,60.683319117475996
ZIP92203,0.705499798072456,0.5577733550450058,1.2648503046825004,0.20592499457680694,2.0248584524130777,0.678591482820159,6.042002966599691
ZIP92210,-24.350343840312696,146661.0959900112,-1.6603137782340824e-4,0.9998675261276345,2.6593777919255775e-11,0,Inf
ZIP92211,0.9038564857794646,0.5577733550450054,1.6204726841183275,0.10513077748691148,2.469106849315104,0.8274725949961554,7.367601864038875
ZIP92220,3.6367669393637914,0.4537809650595367,8.014366444142588,1.1070618385150586e-15,37.968882374058126,15.601331260828909,92.40468038484985
ZIP92223,1.8081804276717748,0.46862335369068625,3.858494062302452,1.1408783902429875e-4,6.099339140404876,2.4343472588995043,15.282099878590364
ZIP92230,2.370558918113675,0.7302967464122957,3.246021469710005,0.0011703001323312633,10.703372921615353,2.557876175304746,44.78801319830104
ZIP92234,1.590475464683772,0.47896948670341555,3.320619598610498,8.981786669750513e-4,4.906081042135069,1.9187909434759207,12.544165519352827
ZIP92236,2.5482227417343055,0.4622754964564281,5.512346557989125,3.54080845329673e-8,12.784362466188009,5.166331016919971,31.635588802111883
ZIP92239,-20.985735906082862,146661.0959900141,-1.430899978240429e-4,0.9998858307003204,7.691493853293513e-10,0,Inf
ZIP92240,3.386096397530737,0.4541048167673124,7.456640565135879,8.875639923515069e-14,29.55037391856923,12.13447963187722,71.96226168885724
ZIP92241,2.5007704120285257,0.5209880765580172,4.80005306177106,1.5862359703914616e-6,12.191883116883272,4.39133719957214,33.84891826349067
ZIP92253,1.5068026229635265,0.49343516834191675,3.0536992894665658,0.0022603853174547575,4.512280243462871,1.715440146729363,11.869066393464529
ZIP92254,1.248100212214516,0.6324555355810009,1.973419698300146,0.04844776517748286,3.4837183412190758,1.0085234822515456,12.033724245916126
ZIP92260,1.7683934128788945,0.4915960446888451,3.5972490665546264,3.2160050451547097e-4,5.861428896621301,2.236394934824537,15.362379951393839
ZIP92262,3.5263916691858816,0.45659016717208983,7.723319341340035,1.133387465377477e-14,34.00105893186039,13.894247999802513,83.20507943317804
ZIP92264,1.205331880363577,0.5577733550450054,2.1609707051465765,0.030697602415723453,3.3378666666667005,1.1186203599022053,9.959906223608064
ZIP92270,1.6461363549170551,0.5322906516372277,3.0925516911744437,0.001984436698626683,5.186900719424537,1.8273131752088223,14.72322283786535
ZIP92276,1.3662834114213445,0.670820396594388,2.0367350461579194,0.04167660050030921,3.9207517619421117,1.0528233224181447,14.601019992095914
ZIP92282,1.6148050098692814,1.0954451170583819,1.4741085470402624,0.14045236763423175,5.026907630522145,0.5872718671764559,43.029134780960014
ZIP92320,2.2128386205093955,0.5262348158475718,4.205040323957513,2.6103561300046373e-5,9.141629213483254,3.258993422017346,25.64269817552447
ZIP92501,3.0487695510967936,0.46489680225305424,6.5579490680972174,5.455283321476781e-11,21.089379047964382,8.478824489559969,52.455609757739076
ZIP92503,1.87998447828736,0.4615051651650973,4.073593580723675,4.6293237848580836e-5,6.553403141361335,2.652319007685981,16.192280268229823
ZIP92504,1.842921722359507,0.4699290774365681,3.921701828736631,8.792575559962026e-5,6.314961898922727,2.513963849985177,15.8628946812743
ZIP92505,1.3406190757066543,0.4868645001682583,2.753577381886217,0.005894783304322611,3.821408514407452,1.4716212075693447,9.923180611201982
