ZIP,Normalized_Severity,housing,healthcare_access,insured,above_poverty,economic_domain,education_domain,neighborhood_domain,homeownership,ownsevere,social_domain,transportation
92571,0.11627832906182682,-1.631061838646571,-0.5914840541230754,-0.4635478945864898,-0.5437695006315062,-0.49069728781127003,-0.5727684992077964,0.8444264853523108,-0.14311123002274845,1.5725940118970374,-0.8809682669275025,0.015468644218752287
92223,0.10604561714833714,0.873076831102715,0.7871795610931648,0.7707930561304238,0.6032714882969219,0.34880053415642737,0.4075769150200154,0.6577393119112948,0.8581467508211539,-0.1491089420238123,0.8740689242927588,0.4853282835702722
92532,0.10391649712445274,0.5634872779407517,0.5514151719197677,0.8825887335456332,0.6092519723238206,0.44694520500337254,-0.16069361992553802,0.5497948205020051,1.0931712518480876,-0.6716545141910022,0.36691742524697624,0.6929238922777096
92592,0.1037050115851703,1.5065007130545311,1.0249499049196724,1.0229682368819806,1.2968086316784617,1.182639925587912,0.6515259190311029,1.2346762051141906,0.539799639935498,-0.7858755856397408,1.2318890083115088,0.8161611419789558
92504,0.1033011304830346,-0.4908186436045183,-0.01967224754800041,-0.04273855292981485,0.05161437121513661,0.24900007179956266,-0.1678220364410034,0.5232092531993996,-0.7613835329348648,-0.9155857332154421,0.286818934963531,-0.2453392016757506
92584,0.10041557700188611,1.3738217190380424,1.1929092217038912,1.0995509665387104,1.1829403734113346,0.7784340714804077,0.36624096931611727,0.42553917955014586,1.0833935744285061,-0.4782800617140849,0.9193611647880962,0.5790171915210032
92881,0.09894944703414071,1.005734484609851,1.1374347159625307,1.13137392450892,1.4107023416287376,1.3547377090695711,0.8996662075114541,0.9637143129334071,0.9988053513679436,-0.01260553097761058,1.459992713038947,0.7315087798607208
92557,0.09189112611902067,0.0901113426097545,-0.16927032695449978,-0.1802651273993471,0.05019529845598478,0.16685981820224324,-0.16278388818240763,0.5913278234413094,-0.14207230648154467,-0.6143280629461538,0.1434690041674984,0.2887190563878645
92587,0.09173907537146071,0.8724429237782372,1.0046322214641161,1.0168281897344926,0.7368190948494608,0.7352254877003517,0.11163474166115009,1.023658907465922,0.8506646878610945,0.0027750541400111076,0.8143779865656106,0.33840907940607745
92879,0.08558851575638213,-0.801484324753547,-0.5907836298735982,-0.4237561923226939,0.13089552602990961,0.4374160194089379,0.17775255461745865,1.1252001726186573,-0.9961559881011736,0.609469496167677,0.2380612819220392,0.01852610225382643
91752,0.08324459280194761,-0.23384404157982364,-0.12837287883747547,-0.1888019476062332,0.4774279321182178,0.341973216886246,-0.06908548847122072,-0.009082571831330844,-0.3493362654088969,0.29657910825816564,0.08490265783666574,0.12258843116458588
92230,0.08073537853951726,-0.8504381254832909,-0.8629628804217141,0.09120360972007238,-1.5236853342666092,-2.300377607006693,-0.7473949378677366,-1.8569173366467817,-1.0616056413219193,0.7910077959515448,-2.3992640300504102,-2.6488484350517707
92508,0.07436632143786655,1.4345346484582595,1.0726426528934894,1.0385249678234232,1.293638789959105,1.4072667915786068,0.781827278810698,-0.20669539512313084,0.9729167484534231,-1.3655112773766553,1.2947986970163479,1.1451000485672689
92505,0.07157895281649704,-0.8816414907559317,-0.3141923952315445,-0.1987733391354818,0.2374098982430868,0.4297558682804381,-0.18087031762787886,0.49913483050182855,-1.462139960627589,-0.7481304040725582,-0.24979723922644737,0.2828485690129903
92882,0.06823861843056395,0.025450555854211337,-0.3893243607209993,-0.424309815045073,0.5420399416698942,0.7932513753043399,0.27711145404835696,1.3068436099143341,-0.2685344919616641,-0.1374807481617505,0.7109184466600293,0.7227697761322851
92553,0.050261989860630296,-1.5088754090971752,-1.2605539168350113,-1.1246929812472142,-1.239743078501378,-1.060509642293298,-0.3996377941428764,0.6647262137575427,-1.738456264897423,0.12324397773076372,-0.9370588189036504,-0.9404537277476793
92590,0.026022604512507708,0.6118171765595607,0.19548014067105737,-0.08349045068034437,-5.9766107877136386e-5,0.8231522208471139,-0.608048483745159,0.4247978299855499,-2.1851857224649915,-0.24651530201867916,0.4858121434094557,1.0065471614940185
92591,0.015849168225136212,0.25305133372304495,0.8020196558205709,0.7142542818686185,1.125313155589002,1.053316674043373,0.6036193623769819,1.4604958998642288,-0.8567080088963981,-1.5316257539716152,1.0347810621849214,-0.09189932922582734
92210,0.0052973230080960694,1.3209797165881954,1.5665160673972975,1.6898461837675833,1.5354144464430213,1.7132320268754948,1.0865930368083174,-0.12995022767431372,1.3213544208288213,-0.17610205700008486,-0.2941941720520649,1.0619320463821345
92883,0.0038892381564999638,1.5011439088451957,1.7509661540870738,1.6620987799729912,1.345367284639467,1.5226835441776425,0.26445125338279607,-0.40520574452026153,1.1751623237655733,-0.6424515448841603,1.1269780709750048,0.6418655281006994
92567,0.002924408258291182,-0.9118807122930018,-0.9114616845579393,-0.6824057475034464,-0.0029573693749577793,0.032573840391519046,-0.038039408213864444,-2.066856796054194,0.4689020355097819,0.19531369128037965,-0.20986713953656302,-0.18292149646766595
92596,0,0.9538099048595213,1.1139491274706133,1.083227561376468,0.964674154872873,0.7702386291585321,0.5015644071760964,-1.7902942551434828,0.4928308614752638,-1.8786080730140897,1.175532795502161,0.8194443348712978
