term,VIF
healthcare_access,3.933417094464697
above_poverty,17.896464010694828
economic_domain,10.238107428537141
education_domain,1.258646646363819
neighborhood_domain,1.2604380842302032
ownsevere,1.3177258410989716
social_domain,4.144860323746403
