ZIP,death_coef,housing,healthcare_access,insured,above_poverty,economic_domain,education_domain,neighborhood_domain,homeownership,ownsevere,social_domain,transportation
92571,0.7815716610207198,-1.609737299231771,-0.576749127797315,-0.43292874760380845,-0.5520533664460352,-0.5149112487197828,-0.5729538212002502,0.8216958192198585,-0.1856275860191753,1.5474228433389825,-0.9480830402063632,0.005417462169844292
92582,-0.8843679754939784,0.5140937069930349,0.5012912137079774,0.5498973599095577,-0.15909995667506868,-0.7169800125245546,0.07816414850350321,0.5553776977265508,0.6748145027386476,-0.07386251188575071,-0.3142555890542417,1.0318590911600571
92583,1.494941735721293,-0.29978303325222766,-0.6685130410516037,-0.6459370624906904,-1.0942240689318543,-1.3396584632230346,-0.19763273724036812,0.5533906815272849,-0.6906746273010268,-0.6130426541061708,-0.6365626375890736,-1.912693612537429
92584,0.26617567836243267,1.3914236442737913,1.2117350780685854,1.1290675620705517,1.2016335046872155,0.828383726601085,0.3585516638976361,0.40015963144869116,1.097081036842665,-0.4622180071997991,0.9064143363509026,0.6034699489934058
92585,0.6467748537764163,-0.16065446249383775,0.024610016254908267,0.06921775378211731,0.09335046722242282,-0.38582879496454725,0.16396985408985906,-0.42615219898020534,1.2397782438080436,1.0563030648338605,0.36694812306807123,-0.7205387334026273
92586,1.759503256781654,-0.28299893982793395,1.1375959703806708,1.2020083342050878,-0.07213378174887615,-0.6457022151243182,0.1672614341123327,-0.907524044163582,-0.015135745121373272,-0.12140815722010485,1.4979626859998931,-1.2548889216505545
92587,0.021180903518399533,0.8906659845010954,1.0230264308111063,1.046403134817889,0.7485423161163398,0.7826501836880219,0.10598009188409667,1.0020616381316565,0.8536874940651337,0.00916540176730266,0.7982724456688649,0.3481303150096152
92591,-0.39183550052110677,0.2720417306408875,0.8199493521914786,0.7440426512653459,1.1431059565251473,1.1193295109933623,0.5940330755254745,1.4416610194028878,-0.9319244926319392,-1.4943859789624436,1.0253069640856773,-0.10852424494859847
92592,0.41073335346306666,1.5239382682922729,1.0433906949295109,1.0525388510058586,1.317280766895966,1.2562099629025258,0.6415567925819334,1.214413327887649,0.5285772490229834,-0.763629263150509,1.2283454539036296,0.8551333238445463
92595,0.8955259841577915,0.22772143821189644,0.31077126446501785,0.12158069322318864,0.562382437699083,0.4599605043058929,-0.15774798757317976,-0.9124674975727253,0.23935364360117325,-0.6397019119429354,0.7433484541819266,-0.6307888130825435
92596,-0.265439785497686,0.9719321637137996,1.1325939585951026,1.1127556708275448,0.9799572360697208,0.8197093711760866,0.4927936804632692,-1.829685880360124,0.47945615555675375,-1.8343921508356067,1.170293606854701,0.8586175341816785
92860,0.9557770239129967,1.7713632745682923,1.1992342975635273,1.0523134911674774,1.1832481677766435,1.5302663768737355,-0.24615520311907363,0.5766807960699617,1.433905984387847,-0.8830880230123836,1.276824853689966,0.7197874012985779
92879,-0.03798470646535137,-0.7811875113575948,-0.5760470977434219,-0.39316511291792033,0.13315218977095247,0.46743776739243253,0.17156953213574097,1.1042450111321287,-1.0777625885916629,0.6036621337615931,0.2046156415309939,0.008662116760807281
92881,0.6304345110494801,1.023792416453412,1.156133390542241,1.1608680733169152,1.432953878428484,1.4383645414039945,0.8877140972112131,0.9417379770736183,1.0086166111685324,-0.0059059536880505135,1.4633122963869625,0.7652980187538808
92882,0.19695951940738335,0.04472291707003504,-0.3741259596816745,-0.39371834513554577,0.5507200595598898,0.8440669020492115,0.27013441663968674,1.2870370915572953,-0.31679829078334104,-0.1282705302860064,0.69170003622273,0.7560239589817981
92883,-0.3273625672629187,1.5185881003851172,1.7710714211618666,1.6912185753258455,1.3665980688108783,1.6161245461308889,0.2575753884746693,-0.4358386035235502,1.19305503193563,-0.6230887906951502,1.1202779776766205,0.6701662507834492
