term,estimate,std.error,statistic,p.value,IRR,IRR_low,IRR_high
(Intercept),-9.147160926876206,0.5000000000000059,-18.294321853752194,9.183679441260811e-75,1.0652179702271972e-4,3.997881269222224e-5,2.838226669787271e-4
ZIP92201,1.2223047374609066,0.5400617248673272,2.2632685879770147,0.02361913742242431,3.3950033150502077,1.1779595617111436,9.784756526326571
ZIP92203,1.034003865044444,0.5916079783099673,1.7477855318960689,0.0805011715252253,2.8123034061291396,0.8820136274747236,8.96703883223416
ZIP92211,1.4947248172189427,0.5717718748968711,2.6141978695411385,0.008943722331908713,4.458109589040942,1.4536126526564366,13.672652801678803
ZIP92220,1.5632251198111013,0.555718930226218,2.8129779908248853,0.004908501068588122,4.774193789637284,1.6064327163597918,14.188534701073838
ZIP92223,0.29672292359783176,0.6009252125773371,0.4937767918327183,0.6214638252615219,1.3454424574421897,0.414330840332711,4.369009569344296
ZIP92234,1.3317809291051947,0.5455447255899869,2.441194766689242,0.014638757372989517,3.787783157530568,1.3001937176575755,11.034741249419573
ZIP92236,1.1889570530022877,0.5627314338711433,2.1128321281489675,0.034615138739011335,3.283654743027589,1.0898100800950326,9.893823399456304
ZIP92240,2.0831836453498527,0.5277986629117535,3.9469286145163185,7.916014626241999e-5,8.029992912654322,2.8539336366758175,22.593652966781686
ZIP92241,2.0307667827827434,0.6267831705280139,3.2399829450940545,0.0011953684910074789,7.619926948051688,2.230602589660152,26.03031439252954
ZIP92253,0.9923472311469123,0.583874208121148,1.6995907977168436,0.08920792248745102,2.6975588412005083,0.8589485819942388,8.471780330371201
ZIP92254,0.9604181397626875,0.7637626158259779,1.2574825212203333,0.20857896431112102,2.612788755914183,0.5847583539511553,11.674335282094686
ZIP92260,1.2983897836331175,0.5773502691896313,2.2488770732808994,0.024520318027956896,3.663393060388161,1.181498154943411,11.35884017994334
ZIP92262,1.6869007971365924,0.5627314338711434,2.997701382224306,0.002720240706980891,5.4027106353589325,1.793102189794176,16.278649580351612
ZIP92264,1.1771610033968367,0.6267831705280136,1.8780992514607162,0.060367588726482124,3.2451481481480378,0.949961320159465,11.085700312156773
ZIP92270,1.4638147981230556,0.6123724356958001,2.390399555557747,0.016830052053888503,4.32241726618692,1.3015616648476946,14.354518520040367
ZIP92276,2.149042750670928,0.6267831705280137,3.4286861098400823,6.06510539386405e-4,8.576644479247951,2.510665196192792,29.298542328527123
ZIP92320,1.2573271754819133,0.7071067811865526,1.7781291439067655,0.0753826468729503,3.5160112359549363,0.8793237651213173,14.058911520099503
ZIP92501,1.709728074827401,0.5717718748968708,2.990227658776992,0.002787695929945683,5.527458218216208,1.8022848121051653,16.952256462971906
ZIP92503,0.7550548813018318,0.5477225575051722,1.378535302144648,0.168038076201201,2.1277282926496883,0.7272526546117188,6.22510988256076
ZIP92504,-0.1956978248001198,0.6708203932499422,-0.2917290928679391,0.7704937634256832,0.8222606639221923,0.22079827092399942,3.062128143505653
ZIP92505,0.2138359100718011,0.626783170528014,0.3411640901137497,0.7329800552121064,1.2384194259653196,0.36252599237188143,4.230545414340968
ZIP92506,0.8460679674666894,0.5838742081211478,1.449058642595734,0.14732120641177346,2.3304653472049033,0.7420597744876308,7.318910041004247
ZIP92507,1.1580848563360218,0.5455447255899863,2.1228046061367305,0.03377022870989772,3.1838299418603535,1.0928808530833944,9.275277419388548
ZIP92508,-0.26685471321878335,0.7637626158259777,-0.34939483510880015,0.726792910289643,0.76578432172279165,0.17138728817574936,3.421640155686955
ZIP92532,0.5431297068276331,0.6708203932499424,0.8096499633774062,0.41814138353822056,1.721385873551357,0.46223666186359536,6.4105026064258634
ZIP92536,1.9213156192709087,0.8660254037844438,2.21854417996857,0.026517750732045313,6.829938159330437,1.2509532089322328,37.29000807319971
